"nomor_laporan_produksi_lab";"nomor_laporan_produksi";"jam_waktu";"mesin";"rpm";"mesh";"std_ssa";"ssa";"std_d50";"d50";"std_d98";"d98";"cie86";"iso2470";"moisture";"residue"
"LHPL2208-000116";"LHP2208-0014";"13:00:00";"1";NULL;"2000";"13500";"11443";"1.4";"0";"23";"0";"85.1";"92.6";"0.164";"0.009"
"LHPL2208-000117";"LHP2208-0014";"13:00:00";"2";NULL;"1200";"11500";"9290";"1.7";"0";"30";"0";"81.8";"90.7";"0.186";"0.01"
"LHPL2208-000118";"LHP2208-0014";"13:00:00";"3";NULL;"1200";"11500";"10434";"1.7";"0";"30";"0";"82.9";"91.5";"0.193";"0.034"
"LHPL2208-000119";"LHP2208-0014";"13:00:00";"4";NULL;"800";"8000";"7182";"2.5";"0";"40";"0";"80";"89.8";"0.232";"0.006"
"LHPL2208-000120";"LHP2208-0014";"13:00:00";"5";NULL;"800";"8000";"7147";"2.5";"0";"40";"0";"80.9";"90.1";"0.178";"0.005"
"LHPL2208-000121";"LHP2208-0014";"13:00:00";"6";NULL;"500";"7000";"6119";"7";"0";"60";"0";"69";"83.5";"0.622";"0.008"
"LHPL2208-000122";"LHP2208-0014";"13:00:00";"7";NULL;"500";"7000";"6884";"7";"0";"60";"0";"72.7";"86.1";"0.246";"0.005"
"LHPL2208-000123";"LHP2208-0014";"13:00:00";"9";NULL;"800";"8000";"6512";"2.5";"0";"40";"0";"71.1";"84.6";"0.242";"0.01"
"LHPL2208-000124";"LHP2208-0014";"13:00:00";"10";NULL;"500";"7000";"7453";"7";"0";"60";"0";"71.6";"84.7";"0.284";"0.005"
"LHPL2208-000125";"LHP2208-0015";"08:00:00";"1";"400";"2000";"13500";"10830";"1.4";"0";"23";"0";"85.7";"93.2";"0.502";"0.007"
"LHPL2208-000126";"LHP2208-0015";"08:00:00";"2";"380";"1200";"11500";"9682";"1.7";"0";"30";"0";"80.5";"90";"0.153";"0.038"
"LHPL2208-000127";"LHP2208-0015";"08:00:00";"3";"430";"1200";"11500";"10587";"1.7";"0";"30";"0";"81.1";"90.3";"0.292";"0.103"
"LHPL2208-000128";"LHP2208-0015";"08:00:00";"4";"430";"800";"8000";"7453";"2.5";"0";"40";"0";"81.1";"90.4";"0.35";"0.142"
"LHPL2208-000129";"LHP2208-0015";"08:00:00";"5";"315";"800";"8000";"7199";"2.5";"0";"40";"0";"79.1";"89";"0.124";"0.019"
"LHPL2208-000130";"LHP2208-0015";"08:00:00";"6";"360";"500";"7000";"6512";"7";"0";"60";"0";"71.6";"84.9";"0.458";"0.023"
"LHPL2208-000131";"LHP2208-0015";"08:00:00";"7";"360";"500";"7000";"6864";"7";"0";"60";"0";"72.1";"85.1";"0.218";"0.008"
"LHPL2208-000132";"LHP2208-0015";"08:00:00";"8";"360";"800";"8000";"6644";"2.5";"0";"40";"0";"73";"86.6";"0.336";"0.01"
"LHPL2208-000133";"LHP2208-0015";"08:00:00";"9";"370";"800";"8000";"6864";"2.5";"0";"40";"0";"73.3";"85.8";"0.186";"0.005"
"LHPL2208-000134";"LHP2208-0015";"08:00:00";"10";"360";"500";"7000";"7095";"7";"0";"60";"0";"73.5";"86.1";"0.225";"0.009"
"LHPL2208-000135";"LHP2208-0016";"13:00:00";"1";"400";"2000";"13500";"10830";"1.4";"0";"23";"0";"87.3";"93.6";"0.169";"0.009"
"LHPL2208-000136";"LHP2208-0016";"13:00:00";"2";"380";"1200";"11500";"9682";"1.7";"0";"30";"0";"78.5";"88.4";"0.119";"0.08"
"LHPL2208-000137";"LHP2208-0016";"13:00:00";"3";"430";"1200";"11500";"10587";"1.7";"0";"30";"0";"81";"90.2";"0.128";"0.016"
"LHPL2208-000138";"LHP2208-0016";"13:00:00";"4";"430";"800";"8000";"7453";"2.5";"0";"40";"0";"81.5";"90.3";"0.314";"0.005"
"LHPL2208-000139";"LHP2208-0016";"13:00:00";"5";"315";"800";"8000";"7199";"2.5";"0";"40";"0";"80.6";"90.4";"0.146";"0.005"
"LHPL2208-000140";"LHP2208-0016";"13:00:00";"6";"360";"500";"7000";"6512";"7";"0";"60";"0";"72";"84.7";"0.283";"0.005"
"LHPL2208-000141";"LHP2208-0016";"13:00:00";"7";"360";"500";"7000";"6864";"7";"0";"60";"0";"74.8";"87.3";"0.265";"0.009"
"LHPL2208-000142";"LHP2208-0016";"13:00:00";"8";"360";"800";"8000";"6644";"2.5";"0";"40";"0";"75.2";"87.4";"0.276";"0.006"
"LHPL2208-000143";"LHP2208-0016";"13:00:00";"9";"370";"800";"8000";"6864";"2.5";"0";"40";"0";"74.4";"86.9";"0.214";"0.005"
"LHPL2208-000144";"LHP2208-0016";"13:00:00";"10";"360";"500";"7000";"7095";"7";"0";"60";"0";"76.4";"88.1";"0.187";"0.005"
"LHPL2208-000145";"LHP2208-0017";"08:00:00";"1";"400";"2000";"13500";"12045";"1.4";"0";"23";"0";"86.1";"93.1";"0.257";"0.009"
"LHPL2208-000146";"LHP2208-0017";"08:00:00";"2";"380";"1200";"11500";"10096";"1.7";"0";"30";"0";"79.8";"90";"0.14";"0.039"
"LHPL2208-000147";"LHP2208-0017";"08:00:00";"3";"430";"2000";"13500";"11464";"1.4";"0";"23";"0";"80.5";"89.9";"0.191";"0.117"
"LHPL2208-000148";"LHP2208-0017";"08:00:00";"4";"430";"800";"8000";"7234";"2.5";"0";"40";"0";"79.2";"89";"0.303";"0.054"
"LHPL2208-000149";"LHP2208-0017";"08:00:00";"5";"315";"800";"8000";"7420";"2.5";"0";"40";"0";"79.5";"89.3";"0.107";"0.053"
"LHPL2208-000150";"LHP2208-0017";"08:00:00";"6";"360";"500";"7000";"6474";"7";"0";"60";"0";"73.6";"86.5";"0.673";"0.027"
"LHPL2208-000151";"LHP2208-0017";"08:00:00";"7";"360";"500";"7000";"9972";"7";"0";"60";"0";"71";"85.4";"0.353";"0.011"
"LHPL2208-000152";"LHP2208-0017";"08:00:00";"8";"360";"800";"8000";"6846";"2.5";"0";"40";"0";"73.5";"86.4";"0.623";"0.009"
"LHPL2208-000153";"LHP2208-0017";"08:00:00";"9";"325";"325";"5500";"7251";"8.5";"0";"75";"0";"73.9";"85.9";"0.2";"0.007"
"LHPL2208-000154";"LHP2208-0017";"08:00:00";"10";"360";"800";"8000";"7285";"2.5";"0";"40";"0";"73.1";"85.5";"0.228";"0.005"
"LHPL2208-000155";"LHP2208-0018";"13:00:00";"1";"400";"2000";"13500";"12045";"1.4";"0";"23";"0";"86.8";"93.7";"0.136";"0.007"
"LHPL2208-000156";"LHP2208-0018";"13:00:00";"2";"380";"1200";"11500";"10096";"1.7";"0";"30";"0";"85.1";"92.5";"0.153";"0.015"
"LHPL2208-000157";"LHP2208-0018";"13:00:00";"3";"430";"2000";"13500";"11464";"1.4";"0";"23";"0";"83.2";"92.1";"0.198";"0.029"
"LHPL2208-000158";"LHP2208-0018";"13:00:00";"4";"430";"800";"8000";"7234";"2.5";"0";"40";"0";"80";"89.2";"0.184";"0.008"
"LHPL2208-000159";"LHP2208-0018";"13:00:00";"5";"315";"800";"8000";"7420";"2.5";"0";"40";"0";"79.2";"88.9";"0.123";"0.009"
"LHPL2208-000160";"LHP2208-0018";"13:00:00";"6";"360";"500";"7000";"6474";"7";"0";"60";"0";"72.5";"85.3";"0.404";"0.01"
"LHPL2208-000161";"LHP2208-0018";"13:00:00";"7";"360";"800";"8000";"7234";"2.5";"0";"40";"0";"72.6";"85.8";"0.286";"0.007"
"LHPL2208-000162";"LHP2208-0018";"13:00:00";"8";"360";"800";"8000";"6846";"2.5";"0";"40";"0";"71.4";"84.9";"0.325";"0.013"
"LHPL2208-000163";"LHP2208-0018";"13:00:00";"9";"370";"325";"5500";"7251";"8.5";"0";"75";"0";"73.3";"86.2";"0.195";"0.008"
"LHPL2208-000164";"LHP2208-0018";"13:00:00";"10";"360";"500";"7000";"7165";"7";"0";"60";"0";"73";"85.6";"0.19";"0.005"
"LHPL2208-000165";"LHP2208-0019";"08:00:00";"1";"400";"2000";"13500";"12086";"1.4";"0";"23";"0";"87.2";"93.9";"0.318";"0.005"
"LHPL2208-000166";"LHP2208-0019";"08:00:00";"2";"380";"1200";"11500";"10933";"1.7";"0";"30";"0";"85";"91.7";"0.203";"0.072"
"LHPL2208-000167";"LHP2208-0019";"08:00:00";"3";"430";"1200";"11500";"10830";"1.7";"0";"30";"0";"84.4";"92";"0.282";"0.144"
"LHPL2208-000168";"LHP2208-0019";"08:00:00";"4";"430";"800";"8000";"7890";"2.5";"0";"40";"0";"81.8";"90";"0.24";"0.041"
"LHPL2208-000169";"LHP2208-0019";"08:00:00";"5";"315";"800";"8000";"7147";"2.5";"0";"40";"0";"82.8";"91";"0.121";"0.031"
"LHPL2208-000170";"LHP2208-0019";"08:00:00";"6";"360";"800";"8000";"6625";"2.5";"0";"40";"0";"73.7";"86.1";"0.439";"0.112"
"LHPL2208-000171";"LHP2208-0019";"08:00:00";"7";"360";"800";"8000";"8152";"2.5";"0";"40";"0";"72.7";"85.3";"0.206";"1.62"
"LHPL2208-000172";"LHP2208-0019";"08:00:00";"8";"360";"500";"7000";"6810";"7";"0";"60";"0";"71";"85";"0.31";"0.021"
"LHPL2208-000173";"LHP2208-0019";"08:00:00";"9";"370";"500";"7000";"6882";"7";"0";"60";"0";"71.4";"84.9";"0.209";"0.005"
"LHPL2208-000174";"LHP2208-0019";"08:00:00";"10";"360";"500";"7000";"7234";"7";"0";"60";"0";"73.4";"86.4";"0.217";"0.019"
"LHPL2208-000175";"LHP2208-0020";"13:00:00";"1";"400";"2000";"13500";"12086";"1.4";"0";"23";"0";"86.9";"93.2";"0.324";"0.014"
"LHPL2208-000176";"LHP2208-0020";"13:00:00";"2";"380";"1200";"11500";"10933";"1.7";"0";"30";"0";"82.6";"90.4";"0.199";"0.026"
"LHPL2208-000177";"LHP2208-0020";"13:00:00";"3";"430";"6000";"14000";"11323";"1.2";"0";"21";"0";"85.1";"92.9";"0.17";"0.015"
"LHPL2208-000178";"LHP2208-0020";"13:00:00";"4";"430";"800";"8000";"7890";"2.5";"0";"40";"0";"83.4";"91.5";"0.235";"0.072"
"LHPL2208-000179";"LHP2208-0020";"13:00:00";"5";"315";"800";"8000";"7147";"2.5";"0";"40";"0";"82.4";"91";"0.235";"0.141"
"LHPL2208-000180";"LHP2208-0020";"13:00:00";"6";"360";"500";"7000";"6718";"7";"0";"60";"0";"68.5";"83";"0.381";"0.005"
"LHPL2208-000181";"LHP2208-0020";"13:00:00";"7";"360";"500";"7000";"7130";"7";"0";"60";"0";"71.8";"86.1";"0.334";"0.005"
"LHPL2208-000182";"LHP2208-0020";"13:00:00";"8";"360";"800";"8000";"7060";"2.5";"0";"40";"0";"71.8";"85.3";"0.375";"0.065"
"LHPL2208-000183";"LHP2208-0020";"13:00:00";"9";"370";"800";"8000";"6990";"2.5";"0";"40";"0";"72.1";"86.1";"0.18";"0.005"
"LHPL2208-000184";"LHP2208-0020";"13:00:00";"10";"360";"800";"8000";"7234";"2.5";"0";"40";"0";"73.6";"86.6";"0.187";"0.008"
"LHPL2208-000185";"LHP2208-0021";"08:00:00";"1";"400";"800";"8000";"12137";"2.5";"0";"40";"0";"87.1";"93.8";"0.152";"0.005"
"LHPL2208-000186";"LHP2208-0021";"08:00:00";"2";"380";"1200";"11500";"10194";"1.7";"0";"30";"0";"84.6";"92.4";"0.175";"0.022"
"LHPL2208-000187";"LHP2208-0021";"08:00:00";"3";"430";"800";"8000";"11213";"2.5";"0";"40";"0";"82.9";"91";"0.19";"0.103"
"LHPL2208-000188";"LHP2208-0021";"08:00:00";"4";"430";"800";"8000";"8303";"2.5";"0";"40";"0";"82.6";"90.8";"0.202";"0.006"
"LHPL2208-000189";"LHP2208-0021";"08:00:00";"5";"315";"800";"8000";"7715";"2.5";"0";"40";"0";"82.6";"91.3";"0.147";"0.056"
"LHPL2208-000190";"LHP2208-0021";"08:00:00";"6";"360";"500";"7000";"6588";"7";"0";"60";"0";"68.4";"83.7";"0.438";"0.009"
"LHPL2208-000191";"LHP2208-0021";"08:00:00";"7";"360";"500";"7000";"5976";"7";"0";"60";"0";"67.6";"82.9";"0.299";"0.005"
"LHPL2208-000192";"LHP2208-0021";"08:00:00";"8";"360";"800";"8000";"7095";"2.5";"0";"40";"0";"70.8";"85";"0.452";"0.091"
"LHPL2208-000193";"LHP2208-0021";"08:00:00";"9";"370";"800";"8000";"7113";"2.5";"0";"40";"0";"73";"85.8";"0.212";"0.005"
"LHPL2208-000194";"LHP2208-0021";"08:00:00";"10";"360";"500";"7000";"7165";"7";"0";"60";"0";"73.1";"86.3";"0.438";"0.007"
"LHPL2208-000195";"LHP2208-0022";"13:00:00";"1";"400";"2000";"13500";"12024";"1.4";"1.4";"23";"21.01";"86.3";"93.1";"0.12";"0.007"
"LHPL2208-000196";"LHP2208-0022";"13:00:00";"2";"380";"1200";"11500";"10194";"1.7";"0";"30";"0";"83.8";"91.9";"0.145";"0.053"
"LHPL2208-000197";"LHP2208-0022";"13:00:00";"3";"430";"1200";"11500";"12549";"1.7";"1.37";"30";"22.51";"86.3";"93.5";"0.128";"0.044"
"LHPL2208-000198";"LHP2208-0022";"13:00:00";"4";"430";"800";"8000";"8303";"2.5";"0";"40";"0";"83.5";"91.5";"0.379";"0.065"
"LHPL2208-000199";"LHP2208-0022";"13:00:00";"5";"315";"800";"8000";"7715";"2.5";"0";"40";"0";"82";"90.5";"0.117";"0.006"
"LHPL2208-000200";"LHP2208-0022";"13:00:00";"6";"360";"500";"7000";"6588";"7";"0";"60";"0";"68.8";"83.6";"0.311";"0.008"
"LHPL2208-000201";"LHP2208-0022";"13:00:00";"7";"360";"500";"7000";"5976";"7";"0";"60";"0";"64.9";"81.3";"0.377";"0.065"
"LHPL2208-000202";"LHP2208-0022";"13:00:00";"8";"360";"800";"8000";"7095";"2.5";"0";"40";"0";"70.5";"84.1";"0.209";"0.027"
"LHPL2208-000203";"LHP2208-0022";"13:00:00";"9";"370";"800";"8000";"7113";"2.5";"0";"40";"0";"63.2";"80.1";"0.109";"9.09"
"LHPL2208-000204";"LHP2208-0022";"13:00:00";"10";"360";"500";"7000";"7165";"7";"0";"60";"0";"71.5";"84.9";"0.163";"0.005"
"LHPL2208-000205";"LHP2208-0023";"08:00:00";"1";"400";"1200";"11500";"11983";"1.7";"1.52";"30";"25.42";"86.4";"93.2";"0.141";"0.005"
"LHPL2208-000206";"LHP2208-0023";"08:00:00";"2";"380";"1200";"11500";"10096";"1.7";"1.78";"30";"25.97";"84.5";"92.4";"0.196";"0.088"
"LHPL2208-000207";"LHP2208-0023";"08:00:00";"3";"430";"800";"8000";"11847";"2.5";"1.37";"40";"22.35";"86.5";"93.7";"0.166";"0.185"
"LHPL2208-000208";"LHP2208-0023";"08:00:00";"4";"430";"800";"8000";"8303";"2.5";"4.86";"40";"41.97";"82.4";"91.2";"0.301";"0.019"
"LHPL2208-000209";"LHP2208-0023";"08:00:00";"5";"315";"800";"8000";"7858";"2.5";"5.6";"40";"51.02";"80.4";"89.8";"0.114";"0.274"
"LHPL2208-000210";"LHP2208-0023";"08:00:00";"6";"360";"500";"7000";"6718";"7";"6.19";"60";"43.21";"69.1";"84.4";"0.418";"0.046"
"LHPL2208-000211";"LHP2208-0023";"08:00:00";"7";"360";"500";"7000";"6240";"7";"8.19";"60";"38.59";"68.7";"83.4";"0.288";"0.005"
"LHPL2208-000212";"LHP2208-0023";"08:00:00";"8";"360";"800";"8000";"6700";"2.5";"6.22";"40";"43.4";"70.5";"85.3";"0.447";"0.04"
"LHPL2208-000213";"LHP2208-0023";"08:00:00";"9";"370";"800";"8000";"7182";"2.5";"6.75";"40";"35.06";"68";"83.3";"0.201";"0.027"
"LHPL2208-000214";"LHP2208-0023";"08:00:00";"10";"360";"800";"8000";"7353";"2.5";"4.84";"40";"31.21";"70.5";"84.2";"0.237";"0.005"
"LHPL2208-000215";"LHP2208-0024";"10:00:00";"1";"400";"1200";"11500";"11983";"1.7";"1.52";"30";"25.42";"87.6";"94.6";"0.188";"0.005"
"LHPL2208-000216";"LHP2208-0024";"10:00:00";"2";"380";"1200";"11500";"10096";"1.7";"1.78";"30";"25.97";"82.4";"91";"0.2";"0.039"
"LHPL2208-000217";"LHP2208-0024";"10:00:00";"3";"430";"800";"8000";"11847";"2.5";"1.37";"40";"22.35";"84.9";"92.3";"0.229";"0.122"
"LHPL2208-000218";"LHP2208-0024";"10:00:00";"4";"430";"800";"8000";"8303";"2.5";"4.86";"40";"41.97";"81.7";"90.5";"0.43";"0.019"
"LHPL2208-000219";"LHP2208-0024";"10:00:00";"5";"315";"800";"8000";"7858";"2.5";"5.6";"40";"51.02";"82.5";"91.5";"0.162";"0.014"
"LHPL2208-000220";"LHP2208-0024";"10:00:00";"6";"360";"500";"7000";"6718";"7";"6.19";"60";"43.21";"67.6";"82.8";"0.463";"0.006"
"LHPL2208-000221";"LHP2208-0024";"10:00:00";"7";"360";"500";"7000";"6240";"7";"8.19";"60";"38.59";"71";"84.6";"0.246";"0.005"
"LHPL2208-000222";"LHP2208-0024";"10:00:00";"8";"360";"800";"8000";"6700";"2.5";"6.22";"40";"43.4";"69.3";"83.7";"0.423";"0.049"
"LHPL2208-000223";"LHP2208-0024";"10:00:00";"9";"370";"800";"8000";"7182";"2.5";"6.75";"40";"35.06";"70.4";"84.3";"0.228";"0.021"
"LHPL2208-000224";"LHP2208-0024";"10:00:00";"10";"360";"800";"8000";"7353";"2.5";"4.84";"40";"31.21";"67";"82.2";"0.252";"0.005"
"LHPL2208-000225";"LHP2208-0025";"08:00:00";"1";"400";"2000";"13500";"12803";"1.4";"1.14";"23";"17.23";"87.9";"94.5";"0.126";"0.005"
"LHPL2208-000226";"LHP2208-0025";"08:00:00";"2";"380";"1200";"11500";"10517";"1.7";"1.67";"30";"26.31";"85.6";"92.7";"0.122";"0.051"
"LHPL2208-000227";"LHP2208-0025";"08:00:00";"3";"430";"6000";"14000";"12045";"1.2";"1.41";"21";"23.45";"86.1";"93.4";"0.231";"0.067"
"LHPL2208-000228";"LHP2208-0025";"08:00:00";"4";"430";"800";"8000";"8045";"2.5";"4.53";"40";"42.33";"84.5";"92.1";"0.405";"0.096"
"LHPL2208-000229";"LHP2208-0025";"08:00:00";"5";"315";"800";"8000";"7952";"2.5";"4.88";"40";"50.43";"83.5";"91.5";"0.145";"0.029"
"LHPL2208-000230";"LHP2208-0025";"08:00:00";"6";"360";"500";"7000";"6644";"7";"5.97";"60";"41.48";"66.9";"82.2";"0.342";"0.005"
"LHPL2208-000231";"LHP2208-0025";"08:00:00";"7";"360";"500";"7000";"7470";"7";"4.15";"60";"37.99";"69.8";"84.5";"0.329";"0.063"
"LHPL2208-000232";"LHP2208-0025";"08:00:00";"8";"360";"800";"8000";"7007";"2.5";"5.33";"40";"42.9";"69.3";"84.7";"0.433";"0.081"
"LHPL2208-000233";"LHP2208-0025";"08:00:00";"9";"370";"800";"8000";"6900";"2.5";"5.94";"40";"40.86";"66.9";"82.4";"0.209";"0.027"
"LHPL2208-000234";"LHP2208-0025";"08:00:00";"10";"360";"500";"7000";"7420";"7";"4.24";"60";"31.45";"70.6";"84.6";"0.188";"0.005"
"LHPL2208-000235";"LHP2208-0026";"13:00:00";"1";"400";"2000";"13500";"12803";"1.4";"1.14";"23";"17.23";"86.4";"93.1";"0.186";"0.011"
"LHPL2208-000236";"LHP2208-0026";"13:00:00";"2";"380";"1200";"11500";"10517";"1.7";"1.67";"30";"26.31";"83.1";"90.7";"0.185";"0.015"
"LHPL2208-000237";"LHP2208-0026";"13:00:00";"3";"430";"1200";"11500";"11879";"1.7";"1.24";"30";"22.49";"86.9";"93.9";"0.177";"0.133"
"LHPL2208-000238";"LHP2208-0026";"13:00:00";"4";"430";"800";"8000";"8045";"2.5";"4.53";"40";"42.33";"80.1";"89.2";"0.166";"0.005"
"LHPL2208-000239";"LHP2208-0026";"13:00:00";"5";"315";"800";"8000";"7952";"2.5";"4.88";"40";"50.43";"84.3";"92.5";"0.135";"0.005"
"LHPL2208-000240";"LHP2208-0026";"13:00:00";"6";"360";"800";"8000";"6119";"2.5";"7.89";"40";"38.07";"67.8";"83.6";"0.27";"0.005"
"LHPL2208-000241";"LHP2208-0026";"13:00:00";"7";"360";"800";"8000";"6864";"2.5";"6.3";"40";"37.55";"68";"83.2";"0.281";"0.053"
"LHPL2208-000242";"LHP2208-0026";"13:00:00";"8";"360";"800";"8000";"7007";"2.5";"5.33";"40";"42.9";"69.7";"84.3";"0.246";"0.005"
"LHPL2208-000243";"LHP2208-0026";"13:00:00";"9";"370";"500";"7000";"6377";"7";"7.13";"60";"36.74";"67.3";"82.6";"0.22";"0.005"
"LHPL2208-000244";"LHP2208-0026";"13:00:00";"10";"360";"500";"7000";"7420";"7";"4.24";"60";"31.45";"74.3";"87.4";"0.204";"0.008"
"LHPL2208-000245";"LHP2208-0027";"08:00:00";"1";"400";"6000";"14000";"12024";"1.2";"1.29";"21";"19.07";"87.8";"93.9";"0.226";"0.005"
"LHPL2208-000246";"LHP2208-0027";"08:00:00";"2";"380";"1200";"11500";"9669";"1.7";"1.96";"30";"25.25";"81.7";"90.3";"0.239";"0.076"
"LHPL2208-000247";"LHP2208-0027";"08:00:00";"3";"430";"1200";"11500";"11615";"1.7";"1.55";"30";"24.34";"85.4";"92.9";"0.203";"0.113"
"LHPL2208-000248";"LHP2208-0027";"08:00:00";"4";"430";"800";"8000";"8030";"2.5";"4.92";"40";"44.41";"82.2";"90.2";"0.199";"0.008"
"LHPL2208-000249";"LHP2208-0027";"08:00:00";"5";"315";"500";"7000";"7811";"7";"5.38";"60";"48.82";"82.2";"90.8";"0.121";"0.005"
"LHPL2208-000250";"LHP2208-0027";"08:00:00";"6";"360";"800";"8000";"6200";"2.5";"6.76";"40";"42.14";"67.4";"82.7";"0.343";"0.005"
"LHPL2208-000251";"LHP2208-0027";"08:00:00";"7";"360";"800";"8000";"7043";"2.5";"5.87";"40";"39.09";"69.6";"84.3";"0.211";"0.046"
"LHPL2208-000252";"LHP2208-0027";"08:00:00";"8";"360";"800";"8000";"6550";"2.5";"6.01";"40";"41.86";"71.7";"85.5";"0.351";"0.027"
"LHPL2208-000253";"LHP2208-0027";"08:00:00";"9";"370";"800";"8000";"6663";"2.5";"6.13";"40";"37.42";"69.8";"84.2";"0.222";"0.009"
"LHPL2208-000254";"LHP2208-0027";"08:00:00";"10";"360";"800";"8000";"6718";"2.5";"5.82";"40";"32.35";"72.2";"86";"0.209";"0.007"
"LHPL2208-000255";"LHP2208-0028";"13:00:00";"1";"400";"800";"8000";"11454";"2.5";"1.44";"40";"19.89";"87";"93.6";"0.222";"0.006"
"LHPL2208-000256";"LHP2208-0028";"13:00:00";"2";"380";"1200";"11500";"9669";"1.7";"1.96";"30";"25.25";"81.5";"90";"0.229";"0.068"
"LHPL2208-000257";"LHP2208-0028";"13:00:00";"3";"430";"800";"8000";"11124";"2.5";"1.75";"40";"25.7";"84.4";"92";"0.207";"0.217"
"LHPL2208-000258";"LHP2208-0028";"13:00:00";"4";"430";"800";"8000";"8030";"2.5";"4.92";"40";"44.41";"80.7";"89.4";"0.395";"0.033"
"LHPL2208-000259";"LHP2208-0028";"13:00:00";"5";"315";"800";"8000";"7470";"2.5";"6.18";"40";"46.7";"80.7";"89.9";"0.178";"0.053"
"LHPL2208-000260";"LHP2208-0028";"13:00:00";"6";"360";"500";"7000";"6681";"7";"6.47";"60";"43.65";"67.3";"82.6";"0.297";"0.015"
"LHPL2208-000261";"LHP2208-0028";"13:00:00";"7";"360";"500";"7000";"6846";"7";"6.16";"60";"38.45";"67.5";"83";"0.248";"0.032"
"LHPL2208-000262";"LHP2208-0028";"13:00:00";"8";"360";"800";"8000";"6550";"2.5";"6.01";"40";"41.86";"68.4";"83";"0.256";"0.018"
"LHPL2208-000263";"LHP2208-0028";"13:00:00";"9";"370";"800";"8000";"6663";"2.5";"6.13";"40";"37.42";"66.1";"82.4";"0.212";"0.08"
"LHPL2208-000264";"LHP2208-0028";"13:00:00";"10";"360";"500";"7000";"7007";"7";"5.79";"60";"30.79";"70.9";"84.5";"0.137";"0.005"
"LHPL2208-000265";"LHP2208-0029";"08:00:00";"1";"400";"800";"8000";"13175";"2.5";"1.41";"40";"18.94";"86.4";"93.3";"0.285";"0.083"
"LHPL2208-000266";"LHP2208-0029";"08:00:00";"2";"380";"1200";"11500";"10302";"1.7";"1.84";"30";"24.93";"83.2";"91.3";"0.278";"0.065"
"LHPL2208-000267";"LHP2208-0029";"08:00:00";"3";"430";"1200";"11500";"11983";"1.7";"1.72";"30";"25.59";"85";"92.3";"0.223";"0.142"
"LHPL2208-000268";"LHP2208-0029";"08:00:00";"4";"430";"800";"8000";"6358";"2.5";"7.65";"40";"43.7";"80.7";"89.2";"0.477";"0.022"
"LHPL2208-000269";"LHP2208-0029";"08:00:00";"5";"315";"500";"7000";"7403";"7";"3.14";"60";"43.24";"81.3";"90.1";"0.219";"0.018"
"LHPL2208-000270";"LHP2208-0029";"08:00:00";"6";"360";"800";"8000";"6550";"2.5";"6.31";"40";"43.64";"66.1";"81.9";"0.641";"0.009"
"LHPL2208-000271";"LHP2208-0029";"08:00:00";"7";"360";"800";"8000";"7386";"2.5";"5.11";"40";"36.53";"67.9";"83.1";"0.358";"0.017"
"LHPL2208-000272";"LHP2208-0029";"08:00:00";"8";"360";"800";"8000";"5955";"2.5";"8.78";"40";"49.13";"68.4";"84";"0.626";"0.704"
"LHPL2208-000273";"LHP2208-0029";"08:00:00";"9";"370";"800";"8000";"6260";"2.5";"8.23";"40";"49.83";"65.8";"81.8";"0.345";"0.221"
"LHPL2208-000274";"LHP2208-0029";"08:00:00";"10";"360";"800";"8000";"7683";"2.5";"4.79";"40";"31.91";"69.6";"83.8";"0.199";"0.005"
"LHPL2208-000275";"LHP2208-0030";"13:00:00";"1";"400";"800";"8000";"13175";"2.5";"1.41";"40";"18.94";"85.4";"93.3";"0.267";"0.008"
"LHPL2208-000276";"LHP2208-0030";"13:00:00";"2";"380";"1200";"11500";"10302";"1.7";"1.84";"30";"24.93";"83";"90.6";"0.225";"0.043"
"LHPL2208-000277";"LHP2208-0030";"13:00:00";"3";"430";"2000";"13500";"11700";"1.4";"1.6";"23";"24.03";"85.3";"92.8";"0.282";"0.066"
"LHPL2208-000278";"LHP2208-0030";"13:00:00";"4";"430";"800";"8000";"6358";"2.5";"7.65";"40";"43.7";"84.9";"91.8";"0.222";"0.005"
"LHPL2208-000279";"LHP2208-0030";"13:00:00";"5";"315";"800";"8000";"6828";"2.5";"6.93";"40";"49.71";"81.9";"90.4";"0.113";"0.077"
"LHPL2208-000280";"LHP2208-0030";"13:00:00";"6";"360";"500";"7000";"6700";"7";"6.76";"60";"43.07";"71.5";"85.7";"0.229";"0.013"
"LHPL2208-000281";"LHP2208-0030";"13:00:00";"7";"360";"500";"7000";"7130";"7";"6.54";"60";"36.73";"69.4";"84.3";"0.145";"0.005"
"LHPL2208-000282";"LHP2208-0030";"13:00:00";"8";"360";"800";"8000";"5955";"2.5";"8.78";"40";"49.13";"71.6";"84.9";"0.209";"0.005"
"LHPL2208-000283";"LHP2208-0030";"13:00:00";"9";"370";"800";"8000";"6260";"2.5";"8.23";"40";"49.83";"67.5";"82";"0.17";"0.157"
"LHPL2208-000284";"LHP2208-0030";"13:00:00";"10";"360";"800";"8000";"7683";"2.5";"4.79";"40";"31.91";"73.7";"86.9";"0.131";"0.006"
"LHPL2208-000285";"LHP2208-0031";"08:00:00";"1";"400";"800";"8000";"11475";"2.5";"1.33";"40";"19.95";"86.5";"93.4";"0.131";"0.019"
